148,Salinas de Oro,42.77487,-1.88999
149,San Adrián,42.33433,-1.93509
150,San Martín de Unx,42.52473,-1.56091
151,Sangüesa/Zangoza,42.57483,-1.28283
152,Sansol,42.55362,-2.26676
153,Santacara,42.36667,-1.63333
154,Sarriguren,42.81292,-1.59815
155,Sartaguda,42.38333,-2.05709
156,Segundo Ensanche,42.8139,-1.64295
157,Sesma,42.47748,-2.08353
158,Sorlada,42.61507,-2.21525
159,Tafalla,42.52687,-1.67446
